Index,Word,Meaning,Synonyms,Conjugation
5345,Kiamu,lahaja ya Kiswahili inayozungumzwa katika kisiwa cha Lamu kaskazini mwa Mombasa katika pwani ya Kenya,,
5346,kiamu,wakati wa kusimama kwa ajili ya kumsalia Mtume Mohammed (s.a.w) katika Maulidi,,
5347,kiana,kifuniko cha udongo cha kufunikia chungu,mkungu,
5348,kianga,mwanga wa jua unaotokea baada ya mvua kukoma kunyesha,,
5349,kiangamambele,umbo ambalo hutegemea neno la mbele ili maana yake iweze kueleweka,,
5350,kiangamanyuma,umbo ambalo hutegemea neno la nyuma ili maana yake iweze kueleweka,,
5351,kiangazamacho,zawadi apewayo mtu aliyeokota kitu na kumrejeshea mwenyewe,"kiokosi, utotole, machorombozi",
5352,kiangazi,"majira ya mwaka ambapo jua ni kali sana hususan baina ya Desemba na Februari, kipindi baina ya majira ya vuli na masika",,
5353,kiango,kifaa kifungwacho ukutani kwa ajili ya kuning''inizia au kutundikia vitu kwa mfano taa na kadhalika,,
5354,kiangulio,"mashine ya kuangulia mayai, kitotoa mayai",,
5355,kianguzi,kiasi fulani cha matunda ambacho aliyetumwa kuyachuma hupewa,,
5356,kianio,kidato kilicho katika ngazi,kipandio,
5357,kianzio,kitu cha kuanzia,,
5358,kianzo,"kipande cha ubao cha kuanzia kushonea mikeka, majamvi, vikapu na kadhalika",kielezi,
5359,kiapo,kauli zinazoweka bayana ukweli wa yale yaliyosemwa kwa kula yamini | ahadi ya kusema ukweli au kuficha siri | kinga kama zindiko kwa ajili ya kulinda mali isiharibiwe: kiapo cha moto, kiapo cha sindano, kiapo cha kago
5360,kiarifu,sehemu ya sentensi yenye kitenzi pamoja na vijalizo vyake kama shamirisho au chagizo,,
5361,kiashiria,"kitu kinachoonyesha au kuelezea jambo kwa kutumia dalili, alama au mfano",,
5362,kiasi,"kiwango kinachostahili na cha wastani | kiwango fulani cha kutosheleza: Niambie kiasi unachotaka. | kiwango cha thamani ya kitu: Shuka hii ni kiasi gani? | kiwango fulani cha kitu kizima: Sitaki malipo yote, nipe kiasi kidogo cha kunifaa leo.",bei,
5363,kiasi,-a kiwango cha kutosha tu,,
5364,kiasi,ganda la risasi iliyokwisha kutumika,,
5365,kiatilifu,dawa ya kuua wadudu au wanyama wadogo kama panya,,
5366,kiatu,"kitu kinachovaliwa miguuni ambacho hutengenezwa kwa ngozi, plastiki na kadhalika",,
5367,kiazi,mmea mdogo unaotambaa ambao mizizi yake huliwa na binadamu,,
5368,kiazi kikuu,mmea unaotambaa na kujishika kwenye miti mikubwa ambao mzizi wake hutengeneza kiazi kikubwa kinacholiwa,,
5369,kiazi kitamu,mmea unaotambaa ambao mzizi wake hutengeneza kiazi chenye ladha tamu,,
5370,kiazi mviringo,mmea mdogo ambao hutoa kiazi kilichoviringana,,
5371,kiazi sukari,mmea ambao mzizi wake hutengeneza kiazi kitamu kinachotumiwa kutengenezea sukari,,
5372,kibaazi,mti ambao hutumika kutengeneza dawa ya upele | mmea unaotumiwa kama dawa ya kunasia samaki,"utupa, kiyuyu",
5373,kibaba,chombo cha kupimia chenye uwezo wa kubeba gramu mia saba,,
5374,kibadala,neno ambalo hutamkwa kwa namna tofauti na umbo lake la msingi ambalo ndilo sanifu lakini maana ikiwa ni ileile: Kizibau ni kibadala cha kizibao.,,
5375,kibafute,mchezo wa watoto unaohusu kufumbata vitu kama nafaka au sarafu na kukisia idadi yake ambapo anayeshinda hutuzwa kwa shangilio,,
5376,kibago,kiti kidogo ambacho hakina sehemu ya kuegemea,stuli,
5377,kibahaluli,taa ndogo ya bati yenye utambi ambayo hutumia mafuta ya taa | jani au kipande cha karatasi kilichowashwa ambacho hutumika kuwashia taa,kibatari,
5378,Kibajuni,lahaja ya Kiswahili inayozungumzwa Kisimayu na Lamu,,
5379,kibaka,mtu ambaye hupora watu wanaotembea kwa miguu au kwenye msongamano wa watu,,
5380,kibali,ruhusa inayotolewa ili kufanyika kwa jambo fulani,idhini,
5381,kibama,mkate wa unga na ndizi,,
5382,kibanda,nyumba ndogo inayotumiwa kwa shughuli maalumu kwa mfano kufugia kuku au kuamia wanyama waharibifu shambani | nyumba ndogo wanapoishi watu wa kipato cha chini zinazopatikana maeneo ya mashambani au mijini,,
5383,kibango,mahali ambapo mlingoti wa kufungia tanga husimamishwa katika jahazi,"fundo, bunta, farikumu",
5384,kibaniko,kijiti kinachochomwa kwenye nyama au samaki wakati wa kuzibanika au kuchoma,ubano,
5385,kibanio,kitu cha kushikilia vitu kwa mfano nguo zilizoanikwa kwenye kamba au kubania nywele,boi,
5386,Kibantu,"kundi la lugha zinazofanana kimsamiati na kimuundo zinazozungumzwa Afrika, kusini mwa jangwa la Sahara kwa mfano Kisukuma, Ekegusii, Kikikuyu, Kitaita, Kizaramo, Runyoro, Runyankole na kadhalika",,
5387,kibanzi,sehemu ya mti au kipande kilichomeguliwa kutoka kwenye gogo la mti: Kibanzi banduka nami noye ndoa yanitesa heri itenguke nipate furaha,kidondo,
5388,kibao,kitu ambacho hutengenezwa kwa jiwe la grife ambacho hutumiwa na watoto kuandikia | kiti kidogo kisicho na kiegemeo kilichotengenezwa kwa kipande cha mbao | kipande cha ubao chenye umbo la duara cha kusukumia chapati | kifaa cha kukunia nazi | kifaa cha um,"sleti, mbuzi",
5389,kibao,kipigo cha kiganja cha mkono kwenye uso,kofi,
5390,kibapara,mtu asiye na mali,"maskini, fukara, hohehahe",
5391,kibapara,kofia iliyochakaa,,
5392,kibaraka,mtu anayetumiwa na mwingine kwa manufaa ya anayefanyiwa shughuli hiyo bila kujali madhara wanayopata wenzake katika jamii | kiongozi wa nchi anayetumiwa na mabeberu kwa masilahi yao bila kujali madhara wanayopata wananchi wenzake,kikaragosi,
5393,kibaramwezi,kitu kama pangaboi kinachotengenezwa kwa chane pana na kukimbizwa dhidi ya upepo ili kizunguke,"kibirinzi, kititia",
5394,kibarango,fimbo ndogo iliyoviringa na isiyo ndefu,,
5395,kibarua,mtu anayefanya kazi ya muda na kupata ujira wa siku kwa kazi aliyofanya,,
5396,kibarua,kazi ya muda ambapo mfanyakazi hulipwa kwa kutwa | ajira ya kudumu ambapo mfanyakazi hupata mshahara,,
5397,kibatari,taa ndogo yenye utambi iliyotengenezwa kwa kopo au chupa na huwaka kwa kutumia mafuta ya taa,"kibahaluli, koroboi",
5398,kibavu,hali ya kutumia nguvu katika jambo fulani,mabavu,
5399,kibawanta,ndege wa jamii ya kore mwenye mkia mfupi na kishungi,kuzumburu,
5400,kibe,mchezo unaochezwa na watoto wadogo ambapo hujificha na kutafutana | sauti zisizo na mpangilio,kelele,
5401,kibeberu,harufu ya jasho linalomtoka mtu ambalo hunuka,,
5402,kibedi,hila: Alifaulu mtihani kwa kibedi.,"udanganyifu, utapeli, ujanja",
5403,kibendo,kiasi fulani kidogo kutoka kwenye kitu kizima,,
5404,kiberenge,"garimoshi dogo la kukagua reli kabla ya treni kupita, garimoshi dogo linalotumiwa katika mashamba ya mkonge",toroli,
5405,kiberenge,mwanamke malaya,"kibiritingoma, kahaba",
5406,kibete,mtu au mnyama mdogo kuliko kawaida,"mbilikimo, kibirikizi, kijimo",
5407,kibeti,mfuko mdogo wa ngozi au plastiki unaotumiwa na wanawake kuwekea fedha | mfuko mdogo wa kuhifadhia simu za mkononi,,
5408,kibia,chombo cha udongo ambacho hutumiwa kuwekea chakula au tui,"bunguu, mkungu",
5409,kibibi,neno la heshima la kumwitia au kumtaja mtoto wa kike bila kutaja jina lake: Huyu kibibi anaitwa nani?,,
5410,kibibi,andazi la unga wa mchele wa majimaji lililotiwa sukari kama kitumbua,,
5411,kibibi,ganzi inayoshika sehemu ya mwili kwa muda,,
5412,kibindo,mkunjo unaotengenezwa kwa kukunja khanga au kikoi na kufungwa kiunoni ili kuhifadhia fedha | mfuko wa kuhifadhia vitu vidogo vidogo,,
5413,kibinyo,kipigo au mateso anayofanyiwa mtu ili afichue siri au atoe kitu fulani,,
5414,kibiongo,sehemu ya mgongo wa mtu iliyo na kinundu,kiduva,
5415,kibiongo,"mtu mwenye kinundu mgongoni, mtu aliyepinda mgongo",kijongo,
5416,kibiri,kipisi au kipande cha sigara kinachosalia baada ya kuvutwa na huwa kina kichujaji cha pamba sehemu inayotiwa kinywani,,
5417,kibirikizi,mbiu inayopigwa kutangaza habari,,
5418,kibirikizi,"mtu anayetangaza habari | mtu anayewasilisha ujumbe kwa niaba ya mtu mwingine | mtu mwongo, mtu mwenye fitina","kijumbe, kuwadi, mtalaleshi, gambera, mchonganishi",
5419,kibirikizi,mtu mfupi kupita kawaida,"mbilikimo, kibete, kijimo",
5420,kibiringo,"kitu kinachotengenezwa kama gurudumu kwa uchane wa kuti la mnazi na kuwekwa juu ya ardhi ili kibingirike kwa kusukumwa na upepo, kitu kinachobingirika",,
5421,kibirinzi,"kifaa kizungukacho kwa nguvu za upepo na kinachoundwa kwa miyaa, ukili, ukinalu au kuti",kititia,
5422,kibiriti,"vidonge, tembe au dawa yoyote ya majimaji inayotibu upele",,
5423,kibiriti,"kisanduku kidogo chenye njiti ambazo hutumiwa kuwashia moto, kifaa cha chuma chenye utambi na mafuta ambacho huwashia moto",,
5424,kibiritingoma,mwanamke malaya,"kahaba, kiberenge",
5425,kibiritingoma,gauni fupi lisilosetiri maungo,,
5426,kibisi,ndege wa majini mwenye shingo ndefu na mkia mfupi apendaye kupiga mbizi majini,,
5427,kibla,sehemu ya mbele ya msikiti ambapo imamu hukaa anaposwalisha | mahali wanapoelekea Waislamu wakati wanaposwali | Kaaba iliyoko Makka | upande ulio Kaskazini mwa Afrika Mashariki,mihirabu,
5428,kibofu,mpira mwembamba ambao hujazwa hewa kwa mdomo au pampu | kifuko cha mkojo kilicho katika tumbo la mnyama au binadamu,puto,
5429,kibogoshi,"mfuko mdogo wa kuhifadhia fedha na vipodozi vichache, mfuko mdogo wa kuhifadhia dawa za mganga",,
5430,kibogoyo,mtu ambaye hana meno yote au anayo machache,,
5431,kiboko,"mnyama mkubwa aishiye mitoni au katika maziwa na mabwawa mwenye masikio madogo, meno makubwa na mapana na pua pana yenye mianzi mipana | kirumbi cha mtu",,
5432,kiboko,fimbo ya kuchapia | kipande cha ngozi ya kiboko kinachotumika kuchapia,mjeledi,
5433,kiboko,kitu ambacho ni kizuri na kina mvuto sana: Majuto amenunua gari kiboko kwelikweli.,,
5434,kibole,kipochi kinachotokeza katika utumbo hasa wa binadamu,,
5435,kiboleini,"uvimbe mdogo wa pumbu, busha dogo",,
5436,kibonge,"mtu mnene na mwenye nguvu, pande la mtu",,
5437,kibonge,"mbari, familia moja, jina la mlango",,
5438,kibonyezo,kitu ambacho hubonyezwa,,
5439,kibonzo,"picha ya kuchora inayochekesha lakini yenye kubeba ujumbe maalumu kwa mtazamaji ambayo huchapishwa katika magazeti, majarida au vitabu",katuni,
5440,kibua,kitu cha aina yoyote ambacho ni chepesi,,
5441,kibua,samaki asiye na magamba mwenye umbo bapa na rangi ya fedha ambaye huogelea juu ya maji,,
5442,kibubusa,"bila kufahamika, bila kujulikana: Aliondoka hapa kibubusa.",kisirisiri,
5443,kibubutu,"sehemu inayobakia baada ya kiungo cha mwili kukatwa kwa mfano kidole, mkono, mguu na kadhalika",gutu,
5444,kibudu,mnyama aliyekufa pasi na kuchinjwa,,
5445,kibugi,programu ya kompyuta inayoharibu data na faili zote kwenye kompyuta,,
5446,kibuhuti,"bumbuwazi limpatalo mtu kutokana na mawazo juu ya shida, matatizo na kadhalika","jitimai, chonda",
5447,kibuja,kipele kinachoota katika uso wa mtu | kibonge kidogo cha unga kisichochanganyika na maji wakati wa kupika ugali,"chunusi, kijiwe, chungu",
5448,kibukibu,"juu chini, chini juu",ovyoovyo,
5449,kibuluu,jamii ya muhogo,,
5450,kibumbu,sehemu ya mwili wa mwanamke iliyo kati ya tumbo na tupu ya mbele,kinena,
5451,kibunju,mtoto mdogo,,
5452,kibunzi,kipande cha bua ambacho huwezesha mshipi wa kuvulia samaki uelee juu ya maji,,
5453,kibunzi,"mkesha wa kukoga mwaka, siku ya mwisho wa mwaka",kiburunzi,
5454,kibunzi,ubao ambao hutiwa mchanga wa kupigia ramli,,
5455,kibunzi,mchezo upendwao sana na watoto ambao huwa wanaucheza kwa kuketi huku wameinua miguu juu na watoto wengine hupitisha mikono katikati ya miguu ya wenzao,,
5456,kiburi,hali ya mtu kujiona bora kuliko wengine,"majivuno, usodai, kedi, ndweo",
5457,kiburudisho,kinywaji au kitafunio | kitu chochote kinachostarehesha na kufurahisha,,
5458,kiburunzi,,,
5459,kibushuti,mtu mfupi sana,mbilikimo,
5460,kibuyu,"boga au mung''unye kavu ambalo mbegu zake zimetolewa ndani na hutumika kama chombo cha kuwekea uowevu kwa mfano maji, pombe au maziwa na pia hutengenezea kata",,
5461,kibwagizo,mstari wa mwisho wa ubeti katika shairi unaorudiwarudiwa | maneno ambayo huwa ni kiitikio cha wimbo,mkarara,
5462,kibwando,mboga mithili ya mrenda ambayo pia huwa na utelezi inapopikwa,"pombo, sasa",
5463,kibwebwe,kanga au kaniki ambayo hufungwa na wanawake kuzunguka kiuno,masombo,
5464,kibwengo,"ngoma ambayo huchezwa kwa lengo la kuwatuliza na kuwafukuza pepo, ngoma ya kupunga pepo",,
5465,kibwengo,pepo wa baharini anayedaiwa kuwafanyia wavuvi masihara wanapovua usiku,,
5466,kibweshu,"kitu kisichokuwa na maana, kitu cha ovyo | mtu asiyeheshimiwa, mtu anayedharauliwa",,
5467,kibwiko,kishimo au mbonyeo unaofanywa katika tonge la ugali ili kutilia mchuzi wakati wa kula chakula,,
5468,kibwiko,mtu mwenye vidole vilivyopinda au kulemaa,,
5469,kibwiko,mguu au mkono ulio na vidole vilivyolemaa au kupinda,,
5470,kibyongo,,,
5471,kicha,fungu la vitu vilivyofungwa pamoja, : Kicha cha mboga -> fungu la mboga ambazo zimefungwa pamoja, : kicha cha funguo -> bunda la funguo
5472,kichaa,maradhi ya akili: Mtoto wake amekuwa kichaa.,wendawazimu,
5473,kichaa,mtu anayeugua maradhi ya akili: Kichaa alivua nguo hadharani.,mwendawazimu,
5474,kichaa,tawi dogo lenye matunda yaliyojikusanya na kutunga pamoja: Kichaa cha zabibu,,
5475,kichaa cha mbwa,maradhi yanayompata mtu aliyeumwa na mbwa mwenye kichaa,,
5476,kichaani,"mmea wenye shina lililonyoka, kimo cha sentimita 15-30, maua mekundu na miba nchani",,
5477,kichaazi,namna mojawapo ya ndizi,,
5478,kichachuli,tumbili ambaye bado hajakomaa,,
5479,kichaga,mahali palipojengwa kama kichanja ambapo vitu au vyombo kwa mfano sahani huanikwa baada ya kuoshwa,uchaga,
5480,kichaka,mahali palipo na miti mingi midogomidogo iliyoshikamana pamoja na nyasi au miba,,
5481,kichaka,kipande cha mti kinachopachikwa katika mti uliopinda baada ya kukata kidogo sehemu yenye mvungu na kuibinua ili kuunyosha | mti wa kushikilia mwamba unaotiwa kando ya mwimo wa nyumba,,
5482,kichakati,sehemu ya tarakilishi inayodhibiti na kutekeleza shughuli za tarakilishi,,
5483,kichana,,,
5484,kichane,kibanzi kilichomeguka kutoka kwenye ubao,,
5485,kichane,kifungu cha ndizi zenye kushikamana pamoja katika mkungu wa ndizi,,
5486,kichango,"msaada wa hali na mali ambao watu katika jamii hupeana, ushirikiano wa hali na mali katika jamii",,
5487,kichanio,kifaa kinachotumika kuchania ukindu,,
5488,kichanja,,,
5489,kichapuzi,kifaa cha gari kinachotumiwa kuchochea mafuta zaidi katika injini ili kuongeza kasi ya gari,ekselereta,
5490,kichea,uangavu wa mbingu baada ya mawingu kutawanyika,,
5491,kicheche,mnyama wa jamii ya pakamwitu mwenye mkia mrefu na manyoya mengi anayekula kuku | mwanamume malaya anayependa sana kutembea na wake za watu,,
5492,kichefuchefu,"kuchafuka kwa moyo, kuhisi kutapika, hali ya moyo kuelea: Dawa anayokunywa humpa kichefuchefu.",kitefutefu,
5493,kichekesho,jambo linalomfanya mtu acheke | jambo la masihara ambalo halimuudhi mtu,,
5494,kicheko,tendo la kucheka,,
5495,kichele,fedha za mapeni matupu,,
5496,kichele,"kitu aghalabu pesa katika kiasi kidogo sana, chache mno; : Leo nina pesa kichele -> sijapata mshahara | -enye kuonekana au kueleweka kwa urahisi | isiyo na kitu ndani yake",wazi,
5497,kichelema,muhogo wa majimaji uliopikwa lakini usiive | sehemu ndogo ya sabuni ambayo husalia baada ya kutumika,,
5498,kichikichi,namna ya ukataji wa kitu kwa kutumia kisu butu: Alikata kamba kwa kichikichi lakini haikukatika.,,
5499,kichimbakazi,"pepo anayedaiwa kuwa anazuru majaani au kupita majiani kupokea au kutoa ujumbe anaopewa, tarishi wa pepo",,
5500,kichinichini,kwa ulaghai,kwa siri: Mambo yake huyafanya kichinichini sana.,"kisirisiri, kiwiziwizi, kiulaghailaghai"
5501,kichinjamimba,mtoto wa mwisho kuzaliwa,"kitindamimba, mziwanda",
5502,kichinjaudhia,majani yanayotumiwa na waganga kutibu ugonjwa wa kichwa,,
5503,kicho,hali ya kutishika,"hofu, woga",
5504,kichocheo,kitu cha kukoleza moto | jambo la kusisimua akili ili iweze kufikiri zaidi | kitu kinachotia motisha: Tuzo ya mfanyakazi bora ni kichocheo cha kufanya kazi kwa bidii.,,
5505,kichocho,maradhi yasababishwayo na wadudu waishio katika miili ya konokono ambayo husababisha mgonjwa kukojoa damu au kuwa na damu katika mkojo wake,,
5506,kichochoro,"ujia mwembamba sana upitao kichakani au baina ya majengo, ujia uchwara",,
5507,kichogo,sehemu ya nyuma ya kichwa cha mtu,kisogo,
5508,kichokoo,kipande cha chuma kilichomo katika kiatu cha mwendesha farasi ambacho hutumiwa kumfiginya farasi ili afuate njia inayostahili au kumchagisha kuongeza mwendo,,
5509,kichomanguo,mmea mdogo wenye maua ya njano na mbegu nyeusi yenye ncha zenye kushika nguo za mtu anayepita karibu nao,,
5510,kichomi,ugonjwa wa mapafu ambao hutatiza mfumo wa kupumua,"mkamba, nimonia",
5511,kichopa,kisanduku cha karatasi ngumu cha kuwekea vitu,kasha,
5512,kichuguu,mwinuko wa ardhi unaofanana na kilima unaojengwa na mchwa,"kishirazi, kiduta, kingulima",
5513,kichujio,kifaa chenye vitundu vidogovidogo kwa mfano chekecheke kinachotumiwa kutenganisha vitu vikubwa na vidogo au maji na vitu vilivyochanganyika na maji kwa mfano maji na majani ya chai,,
5514,kichungi,sehemu ya sigara yenye kichujio cha kuzuia sumu ya tumbaku isiingie mdomoni mwa mvutaji,,
5515,kichusi,paa la nyumba ambalo ni dogo,kipenu,
5516,kichwa,"sehemu ya mwili wa mnyama au binadamu iliyoshikiliwa na shingo ambayo ina masikio, macho, pua, taya na kufunikwa na nywele kwa upande wa juu na ndani yake mna ubongo | mtu ambaye ana hadhi ya ukuu kifamilia, kiukoo au kijamii: Juma ni kichwa cha familia y",mkaidi,
5517,kichwamaji,"mtu asiye na akili sawasawa ambaye hufanya mambo yasiyokuwa na maana, mtu aliyechanganyikiwa | mtu anayejifanya hana akili",kichaa,
5518,kichwangomba,namna ya mkao ambapo kichwa huwa chini na miguu huwa juu: Alianguka kichwangomba.,,
5519,kidadisi,,,
5520,kidahizo,neno ambalo huingizwa katika kamusi na kufasiliwa na aghalabu huwa katika chapa iliyokoza,,
5521,kidaka,nazi changa ambayo haijakua kufikia hatua ya kitale | embe katika hatua za awali za kukua ambalo halijawa na kokwa,,
5522,kidakatonge,kipande cha nyama kilicho kinywani kinachoning''inia nyuma ya ulimi,"kimio, kilimi",
5523,kidakuzi,biskuti tamu,,
5524,kidani,pambo kama urembo kwa wanawake linalotengenezwa kwa madini ya fedha au dhahabu na kuvaliwa shingoni,,
5525,kidari,kifua cha mnyama au mtu: Nyama ya kidari ina mafuta mengi.,,
5526,kidato,darasa katika sekondari: Anasoma kidato cha kwanza. | mkato wa kupandia mti kwa mfano mnazi: Alikata kidato kwenye mnazi ili aweze kuukwea. | kipandio cha ngazi: Ngazi yake ina vidato kumi.,,
5527,kidatu,hali ya kupanda na kushuka kwa sauti,,
5528,kidau,samaki mwenye umbo la duara ambaye huelea majini,,
5529,kidau,chombo kidogo cha kauri au plastiki cha kutilia wino ambacho huwekwa kwenye kishimo katika dawati,,
5530,kidazi,sehemu ya kichwa ambayo imenyonyoka nywele,kipara,
5531,kideri,ugonjwa wa ndege uletwao na virusi ambao huwapata sana kuku na kuwaua kwa wingi,,
5532,kidete,hali imara au thabiti,,
5533,kidevu,kiungo cha mwili kilichopo chini ya mdomo wa chini ambacho aghalabu kwa wanaume huota ndevu,,
5534,kidhabidhabina,"mtu anayefitini watu wa pande mbili zinazohasimiana, mtu mwenye tabia ya kuchochea uhasama baina ya watu wa pande mbili",,
5535,kidhabu,mtu anayependa kudanganya sana,"laghai, mwongo",
5536,kidhahania,kwa hali ya kufikirika,,
5537,kidhi,"timizia haja, patia mahitaji ya kutosheleza | tekeleza jambo la lazima aghalabu la kidini baada ya kupita muda uliopangwa; : kidhi saumu -> lipiza siku ambazo hukufunga; : kidhi swala -> swali swala ambazo mtu hakuwahi kuswali",tosheleza,"kidhia, kidhika, kidhisha, kidhiwa"
5538,kidigi,"chochote kilicho na udogo sana au uchache, kitu kalili",,
5539,kidimu,kuku mwenye manyoya yaliyowima,"mangisi, nungu",
5540,kidimumsitu,mdimu pori,,
5541,kidindia,kwa mfululizo: Mvua ilinyesha kidindia.,,
5542,kidingapopo,homa ya kurudiarudia,,
5543,kidingapopo,mtu atafutaye habari za watu na kuzipeleka kwa watu wengine,kidhabidhabina,
5544,kidinindi,kwa kung''ang''ania: Alimshika kidinindi.,,
5545,kidinya,kitu kuwa katika kiasi kidogo sana,"kidigi, kiduchu",
5546,kidiri,aina ya mnyama mdogo kama nguchiro apendaye kula nafaka sana na mwenye mkia mrefu wenye manyoya mengi,kuchakulo,
5547,kidoa,doa dogo la rangi au mwanga,,
5548,kidogo,"-siokuwa kubwa, -siokuwa nyingi: Mtu mdogo. Maziwa kidogo.","chache, katiti",
5549,kidogo,kwa uchache: Kula kidogo tu.,,
5550,kidogokidogo,kwa uchoyo,nyiminyimi,
5551,kidogori,ngoma ndogo inayopigwa kwa vidole huku ikiwa imepachikwa katikati ya mapaja,,
5552,kidokezi,taarifa au habari ambayo inatolewa kwa ufupi sana,muhtasari,
